datetime_ist,open,high,low,close
2026-03-06 09:15:00+0530,24656.4,24700.9,24590.8,24594.4
2026-03-06 09:20:00+0530,24594.9,24652.8,24587.2,24647.6
2026-03-06 09:25:00+0530,24647.5,24683.0,24644.2,24681.2
2026-03-06 09:30:00+0530,24681.5,24681.5,24649.3,24650.5
2026-03-06 09:35:00+0530,24650.3,24676.5,24639.8,24648.4
2026-03-06 09:40:00+0530,24647.8,24680.8,24641.2,24678.8
2026-03-06 09:45:00+0530,24678.3,24688.1,24655.8,24657.9
2026-03-06 09:50:00+0530,24658.2,24666.2,24639.0,24643.8
2026-03-06 09:55:00+0530,24643.3,24643.6,24618.8,24625.2
2026-03-06 10:00:00+0530,24624.3,24647.5,24617.0,24635.0
2026-03-06 10:05:00+0530,24634.7,24661.1,24622.8,24653.6
2026-03-06 10:10:00+0530,24654.0,24657.8,24649.0,24653.3
2026-03-06 10:15:00+0530,24652.3,24675.5,24651.1,24673.5
2026-03-06 10:20:00+0530,24674.2,24674.3,24658.8,24669.1
2026-03-06 10:25:00+0530,24669.2,24675.7,24647.4,24651.8
2026-03-06 10:30:00+0530,24652.3,24652.7,24618.8,24619.1
2026-03-06 10:35:00+0530,24618.6,24630.5,24608.8,24621.6
2026-03-06 10:40:00+0530,24621.0,24629.1,24613.3,24620.2
2026-03-06 10:45:00+0530,24620.8,24622.3,24585.0,24586.5
2026-03-06 10:50:00+0530,24587.2,24621.0,24575.2,24596.7
2026-03-06 10:55:00+0530,24596.7,24598.1,24584.2,24594.7
2026-03-06 11:00:00+0530,24594.9,24636.8,24594.9,24635.7
2026-03-06 11:05:00+0530,24636.5,24648.7,24626.3,24636.0
2026-03-06 11:10:00+0530,24636.1,24637.5,24615.1,24617.6
2026-03-06 11:15:00+0530,24617.4,24621.4,24599.7,24606.3
2026-03-06 11:20:00+0530,24606.6,24619.6,24600.2,24600.2
2026-03-06 11:25:00+0530,24600.2,24607.5,24593.9,24607.2
2026-03-06 11:30:00+0530,24607.8,24620.8,24602.5,24620.5
2026-03-06 11:35:00+0530,24620.8,24635.7,24618.3,24635.5
2026-03-06 11:40:00+0530,24634.8,24654.5,24615.8,24616.4
2026-03-06 11:45:00+0530,24616.5,24634.0,24611.7,24632.5
2026-03-06 11:50:00+0530,24632.4,24634.9,24613.9,24619.8
2026-03-06 11:55:00+0530,24619.3,24630.2,24612.0,24625.7
2026-03-06 12:00:00+0530,24625.8,24627.5,24609.0,24609.7
2026-03-06 12:05:00+0530,24610.1,24629.5,24606.2,24626.5
2026-03-06 12:10:00+0530,24626.8,24631.5,24605.5,24608.8
2026-03-06 12:15:00+0530,24608.6,24623.3,24604.0,24610.0
2026-03-06 12:20:00+0530,24610.6,24612.8,24600.1,24608.8
2026-03-06 12:25:00+0530,24609.7,24609.7,24576.0,24578.3
2026-03-06 12:30:00+0530,24578.2,24598.0,24578.2,24595.0
2026-03-06 12:35:00+0530,24594.8,24597.9,24585.0,24586.2
2026-03-06 12:40:00+0530,24586.0,24602.0,24586.0,24599.8
2026-03-06 12:45:00+0530,24599.8,24603.3,24583.8,24595.5
2026-03-06 12:50:00+0530,24596.0,24611.2,24595.4,24597.0
2026-03-06 12:55:00+0530,24597.2,24607.5,24592.2,24603.7
2026-03-06 13:00:00+0530,24603.6,24614.2,24591.9,24600.1
2026-03-06 13:05:00+0530,24600.8,24610.0,24593.6,24595.1
2026-03-06 13:10:00+0530,24595.5,24603.6,24594.2,24602.7
2026-03-06 13:15:00+0530,24602.0,24606.7,24593.2,24597.8
2026-03-06 13:20:00+0530,24597.8,24614.8,24593.6,24607.2
2026-03-06 13:25:00+0530,24605.8,24613.2,24602.8,24609.7
2026-03-06 13:30:00+0530,24609.0,24610.7,24576.9,24584.2
2026-03-06 13:35:00+0530,24584.0,24623.5,24571.5,24600.4
2026-03-06 13:40:00+0530,24600.5,24608.0,24592.2,24595.0
2026-03-06 13:45:00+0530,24596.6,24596.6,24572.4,24581.8
2026-03-06 13:50:00+0530,24581.0,24596.5,24569.5,24575.2
2026-03-06 13:55:00+0530,24574.2,24574.6,24553.0,24554.9
2026-03-06 14:00:00+0530,24555.7,24582.0,24543.2,24567.0
2026-03-06 14:05:00+0530,24566.5,24585.0,24564.5,24584.9
2026-03-06 14:10:00+0530,24584.1,24605.7,24584.1,24585.8
2026-03-06 14:15:00+0530,24587.2,24615.9,24585.5,24609.2
2026-03-06 14:20:00+0530,24610.0,24612.5,24603.1,24611.7
2026-03-06 14:25:00+0530,24612.5,24616.5,24592.3,24593.0
2026-03-06 14:30:00+0530,24593.5,24602.3,24581.3,24583.1
2026-03-06 14:35:00+0530,24583.8,24592.5,24567.8,24568.9
2026-03-06 14:40:00+0530,24569.2,24569.2,24534.1,24543.5
2026-03-06 14:45:00+0530,24543.5,24559.8,24445.3,24488.8
2026-03-06 14:50:00+0530,24488.4,24534.8,24484.7,24512.8
2026-03-06 14:55:00+0530,24512.2,24515.3,24481.6,24482.5
2026-03-06 15:00:00+0530,24481.8,24492.8,24459.5,24461.8
2026-03-06 15:05:00+0530,24461.0,24465.3,24445.3,24460.0
2026-03-06 15:10:00+0530,24460.2,24464.1,24431.3,24441.7
2026-03-06 15:15:00+0530,24441.1,24443.8,24415.8,24434.9
2026-03-06 15:20:00+0530,24434.0,24454.2,24434.0,24446.8
2026-03-06 15:25:00+0530,24447.2,24474.4,24443.2,24469.4
