datetime_ist,open,high,low,close
2026-03-11 09:15:00+0530,24231.8,24294.1,24218.5,24285.9
2026-03-11 09:20:00+0530,24288.8,24299.0,24239.3,24242.5
2026-03-11 09:25:00+0530,24243.6,24250.3,24213.8,24237.3
2026-03-11 09:30:00+0530,24237.9,24238.2,24203.1,24228.6
2026-03-11 09:35:00+0530,24228.8,24230.7,24181.8,24192.5
2026-03-11 09:40:00+0530,24194.7,24197.6,24172.8,24187.7
2026-03-11 09:45:00+0530,24189.0,24207.5,24180.0,24198.8
2026-03-11 09:50:00+0530,24199.3,24205.3,24146.5,24148.5
2026-03-11 09:55:00+0530,24148.3,24170.5,24144.7,24153.7
2026-03-11 10:00:00+0530,24154.6,24161.7,24134.2,24160.6
2026-03-11 10:05:00+0530,24161.0,24161.0,24117.0,24118.2
2026-03-11 10:10:00+0530,24118.8,24125.9,24109.6,24116.5
2026-03-11 10:15:00+0530,24117.1,24132.2,24112.0,24124.0
2026-03-11 10:20:00+0530,24124.6,24130.3,24103.5,24125.0
2026-03-11 10:25:00+0530,24126.3,24132.0,24111.0,24121.7
2026-03-11 10:30:00+0530,24122.3,24142.0,24119.4,24125.4
2026-03-11 10:35:00+0530,24125.3,24125.6,24084.8,24085.5
2026-03-11 10:40:00+0530,24087.0,24101.4,24069.8,24074.1
2026-03-11 10:45:00+0530,24074.0,24088.3,24049.0,24087.6
2026-03-11 10:50:00+0530,24087.4,24097.7,24072.3,24083.5
2026-03-11 10:55:00+0530,24083.5,24104.1,24080.3,24103.0
2026-03-11 11:00:00+0530,24103.0,24114.1,24089.9,24110.8
2026-03-11 11:05:00+0530,24111.5,24112.0,24083.7,24085.7
2026-03-11 11:10:00+0530,24085.8,24087.4,24063.3,24071.4
2026-03-11 11:15:00+0530,24073.8,24073.8,24037.7,24042.1
2026-03-11 11:20:00+0530,24042.1,24042.1,24009.2,24010.6
2026-03-11 11:25:00+0530,24013.5,24033.7,24012.0,24033.5
2026-03-11 11:30:00+0530,24033.9,24034.3,23996.4,24001.2
2026-03-11 11:35:00+0530,24001.5,24023.6,23986.0,24009.6
2026-03-11 11:40:00+0530,24010.5,24014.5,24000.1,24013.5
2026-03-11 11:45:00+0530,24014.5,24016.0,23995.9,23996.8
2026-03-11 11:50:00+0530,23998.0,23998.2,23974.5,23995.2
2026-03-11 11:55:00+0530,23995.5,23995.5,23971.6,23982.3
2026-03-11 12:00:00+0530,23982.6,24022.8,23978.8,24022.0
2026-03-11 12:05:00+0530,24022.1,24023.8,23997.6,24002.5
2026-03-11 12:10:00+0530,24003.2,24020.8,23999.7,24011.6
2026-03-11 12:15:00+0530,24012.5,24019.8,24006.2,24015.3
2026-03-11 12:20:00+0530,24016.0,24024.2,24009.0,24015.6
2026-03-11 12:25:00+0530,24016.2,24017.0,24002.5,24011.9
2026-03-11 12:30:00+0530,24012.3,24023.7,23984.0,23990.9
2026-03-11 12:35:00+0530,23993.2,24001.8,23969.7,23972.2
2026-03-11 12:40:00+0530,23973.6,24011.0,23971.0,24011.0
2026-03-11 12:45:00+0530,24011.8,24011.8,23983.1,23992.5
2026-03-11 12:50:00+0530,23993.4,23999.2,23983.2,23986.0
2026-03-11 12:55:00+0530,23986.3,23990.8,23971.2,23973.3
2026-03-11 13:00:00+0530,23973.8,23993.8,23954.0,23961.5
2026-03-11 13:05:00+0530,23962.2,23974.3,23958.7,23971.5
2026-03-11 13:10:00+0530,23971.5,23971.5,23919.8,23929.7
2026-03-11 13:15:00+0530,23930.7,23939.7,23913.5,23938.8
2026-03-11 13:20:00+0530,23939.7,23963.2,23934.8,23961.5
2026-03-11 13:25:00+0530,23962.0,23980.7,23952.4,23980.0
2026-03-11 13:30:00+0530,23980.5,24005.3,23973.9,23977.1
2026-03-11 13:35:00+0530,23977.5,23985.6,23958.3,23961.3
2026-03-11 13:40:00+0530,23962.1,23974.2,23955.8,23958.0
2026-03-11 13:45:00+0530,23958.5,23964.4,23941.8,23951.8
2026-03-11 13:50:00+0530,23951.8,23965.7,23938.7,23961.5
2026-03-11 13:55:00+0530,23961.8,23966.2,23942.5,23959.2
2026-03-11 14:00:00+0530,23959.0,23960.9,23940.6,23955.0
2026-03-11 14:05:00+0530,23955.1,23959.4,23934.3,23934.3
2026-03-11 14:10:00+0530,23936.2,23944.2,23929.2,23940.0
2026-03-11 14:15:00+0530,23941.0,23948.4,23903.6,23915.3
2026-03-11 14:20:00+0530,23916.9,23927.3,23900.1,23900.1
2026-03-11 14:25:00+0530,23899.5,23974.6,23892.0,23974.5
2026-03-11 14:30:00+0530,23975.8,23977.0,23924.3,23924.3
2026-03-11 14:35:00+0530,23923.2,23939.5,23918.7,23936.8
2026-03-11 14:40:00+0530,23938.6,23938.6,23913.7,23921.3
2026-03-11 14:45:00+0530,23921.5,23930.4,23912.3,23916.5
2026-03-11 14:50:00+0530,23917.4,23923.8,23894.5,23916.2
2026-03-11 14:55:00+0530,23916.8,23916.8,23871.8,23872.4
2026-03-11 15:00:00+0530,23874.8,23913.1,23871.7,23884.0
2026-03-11 15:05:00+0530,23887.2,23896.4,23854.3,23878.9
2026-03-11 15:10:00+0530,23880.5,23885.8,23857.5,23861.9
2026-03-11 15:15:00+0530,23864.2,23879.6,23856.5,23874.5
2026-03-11 15:20:00+0530,23876.5,23878.5,23846.2,23860.2
2026-03-11 15:25:00+0530,23860.5,23860.5,23834.3,23848.2
