datetime_ist,open,high,low,close
2026-03-09 09:15:00+0530,23868.0,23959.7,23743.5,23774.3
2026-03-09 09:20:00+0530,23779.0,23786.8,23713.3,23721.0
2026-03-09 09:25:00+0530,23720.6,23748.7,23697.8,23736.8
2026-03-09 09:30:00+0530,23736.2,23799.3,23734.8,23764.8
2026-03-09 09:35:00+0530,23765.8,23782.4,23751.5,23765.5
2026-03-09 09:40:00+0530,23764.1,23776.7,23735.7,23735.7
2026-03-09 09:45:00+0530,23737.4,23773.3,23711.8,23761.8
2026-03-09 09:50:00+0530,23761.0,23784.3,23751.2,23776.5
2026-03-09 09:55:00+0530,23775.8,23786.4,23763.3,23773.9
2026-03-09 10:00:00+0530,23774.0,23789.2,23750.7,23758.6
2026-03-09 10:05:00+0530,23758.2,23813.1,23756.5,23808.7
2026-03-09 10:10:00+0530,23808.0,23834.2,23805.2,23806.2
2026-03-09 10:15:00+0530,23805.0,23805.0,23755.8,23764.5
2026-03-09 10:20:00+0530,23766.7,23797.2,23761.8,23776.3
2026-03-09 10:25:00+0530,23775.0,23787.7,23758.1,23781.8
2026-03-09 10:30:00+0530,23781.2,23785.2,23749.9,23752.3
2026-03-09 10:35:00+0530,23752.1,23791.8,23744.8,23774.3
2026-03-09 10:40:00+0530,23774.3,23787.3,23764.0,23783.4
2026-03-09 10:45:00+0530,23784.5,23784.9,23754.0,23755.0
2026-03-09 10:50:00+0530,23754.1,23862.3,23750.2,23852.7
2026-03-09 10:55:00+0530,23851.2,23896.0,23847.3,23862.3
2026-03-09 11:00:00+0530,23866.2,23871.7,23836.5,23848.7
2026-03-09 11:05:00+0530,23848.5,23854.2,23824.7,23830.7
2026-03-09 11:10:00+0530,23830.2,23837.3,23784.5,23819.5
2026-03-09 11:15:00+0530,23818.5,23837.1,23787.3,23834.0
2026-03-09 11:20:00+0530,23833.8,23864.8,23831.8,23846.8
2026-03-09 11:25:00+0530,23846.7,23888.7,23840.0,23877.2
2026-03-09 11:30:00+0530,23877.8,23890.0,23863.9,23881.5
2026-03-09 11:35:00+0530,23881.8,23904.8,23881.8,23901.0
2026-03-09 11:40:00+0530,23900.8,23932.0,23891.5,23897.7
2026-03-09 11:45:00+0530,23897.8,23910.5,23878.8,23892.5
2026-03-09 11:50:00+0530,23892.5,23899.3,23884.0,23892.4
2026-03-09 11:55:00+0530,23891.9,23898.2,23882.1,23887.2
2026-03-09 12:00:00+0530,23887.5,23888.6,23867.2,23882.6
2026-03-09 12:05:00+0530,23882.0,23882.4,23841.8,23841.8
2026-03-09 12:10:00+0530,23841.2,23869.2,23828.3,23855.3
2026-03-09 12:15:00+0530,23855.6,23866.8,23849.0,23852.6
2026-03-09 12:20:00+0530,23851.9,23865.0,23839.2,23865.0
2026-03-09 12:25:00+0530,23864.8,23870.8,23854.1,23862.2
2026-03-09 12:30:00+0530,23862.8,23870.7,23844.5,23844.5
2026-03-09 12:35:00+0530,23844.2,23871.2,23834.1,23867.5
2026-03-09 12:40:00+0530,23867.0,23883.2,23859.0,23873.5
2026-03-09 12:45:00+0530,23874.7,23884.0,23854.3,23856.1
2026-03-09 12:50:00+0530,23855.3,23891.4,23854.4,23889.5
2026-03-09 12:55:00+0530,23889.9,23915.0,23881.0,23911.0
2026-03-09 13:00:00+0530,23909.3,23917.8,23890.2,23914.5
2026-03-09 13:05:00+0530,23913.3,23918.2,23893.4,23897.5
2026-03-09 13:10:00+0530,23897.2,23900.2,23863.3,23869.7
2026-03-09 13:15:00+0530,23870.0,23883.8,23853.8,23863.3
2026-03-09 13:20:00+0530,23864.8,23902.8,23861.2,23866.8
2026-03-09 13:25:00+0530,23866.2,23906.8,23858.8,23882.2
2026-03-09 13:30:00+0530,23883.6,23937.5,23882.5,23912.3
2026-03-09 13:35:00+0530,23911.3,23914.4,23891.3,23909.0
2026-03-09 13:40:00+0530,23909.3,23919.3,23899.3,23902.8
2026-03-09 13:45:00+0530,23903.1,23907.0,23876.9,23886.8
2026-03-09 13:50:00+0530,23885.9,23910.3,23882.7,23901.2
2026-03-09 13:55:00+0530,23900.9,23911.5,23876.0,23878.5
2026-03-09 14:00:00+0530,23878.7,23885.7,23859.6,23883.7
2026-03-09 14:05:00+0530,23883.9,23900.2,23876.7,23895.1
2026-03-09 14:10:00+0530,23894.0,23904.8,23878.8,23883.6
2026-03-09 14:15:00+0530,23884.5,23886.8,23865.9,23875.5
2026-03-09 14:20:00+0530,23875.2,23901.2,23864.0,23899.2
2026-03-09 14:25:00+0530,23898.3,23917.3,23891.8,23902.5
2026-03-09 14:30:00+0530,23903.0,23925.0,23895.6,23907.8
2026-03-09 14:35:00+0530,23907.8,23931.5,23901.2,23929.8
2026-03-09 14:40:00+0530,23929.8,23956.3,23914.0,23947.0
2026-03-09 14:45:00+0530,23947.2,24017.1,23939.3,23981.0
2026-03-09 14:50:00+0530,23983.7,24012.5,23968.1,24011.7
2026-03-09 14:55:00+0530,24012.8,24019.3,23991.3,24011.0
2026-03-09 15:00:00+0530,24012.3,24056.5,23974.0,24049.4
2026-03-09 15:05:00+0530,24050.2,24078.2,24021.6,24033.3
2026-03-09 15:10:00+0530,24031.7,24061.0,24024.7,24047.7
2026-03-09 15:15:00+0530,24047.2,24056.2,24037.8,24040.6
2026-03-09 15:20:00+0530,24040.8,24040.8,24006.2,24014.7
2026-03-09 15:25:00+0530,24015.0,24016.8,23994.7,24005.8
