datetime_ist,open,high,low,close
2026-03-05 09:15:00+0530,24616.0,24652.0,24549.1,24584.8
2026-03-05 09:20:00+0530,24586.8,24609.5,24557.2,24607.2
2026-03-05 09:25:00+0530,24608.3,24611.0,24558.8,24568.5
2026-03-05 09:30:00+0530,24570.6,24586.3,24550.1,24564.5
2026-03-05 09:35:00+0530,24566.3,24569.8,24533.3,24534.2
2026-03-05 09:40:00+0530,24533.3,24599.6,24530.0,24596.2
2026-03-05 09:45:00+0530,24596.3,24616.5,24583.8,24605.0
2026-03-05 09:50:00+0530,24604.5,24651.2,24603.2,24648.9
2026-03-05 09:55:00+0530,24648.8,24656.7,24626.9,24628.5
2026-03-05 10:00:00+0530,24628.2,24649.0,24623.2,24623.2
2026-03-05 10:05:00+0530,24622.4,24647.9,24622.4,24628.6
2026-03-05 10:10:00+0530,24629.5,24630.2,24595.2,24596.2
2026-03-05 10:15:00+0530,24597.0,24608.7,24594.4,24596.0
2026-03-05 10:20:00+0530,24594.3,24598.2,24574.4,24581.5
2026-03-05 10:25:00+0530,24582.6,24584.6,24538.5,24564.5
2026-03-05 10:30:00+0530,24563.7,24572.0,24550.3,24559.6
2026-03-05 10:35:00+0530,24560.0,24629.5,24559.7,24627.7
2026-03-05 10:40:00+0530,24627.8,24654.0,24625.8,24651.0
2026-03-05 10:45:00+0530,24651.0,24660.2,24639.8,24641.5
2026-03-05 10:50:00+0530,24640.0,24645.8,24629.2,24644.2
2026-03-05 10:55:00+0530,24646.2,24672.4,24645.8,24666.5
2026-03-05 11:00:00+0530,24667.2,24672.8,24639.0,24648.1
2026-03-05 11:05:00+0530,24649.2,24667.7,24645.7,24655.2
2026-03-05 11:10:00+0530,24656.4,24657.4,24643.2,24643.2
2026-03-05 11:15:00+0530,24639.8,24663.0,24636.0,24655.9
2026-03-05 11:20:00+0530,24657.7,24658.1,24626.1,24634.7
2026-03-05 11:25:00+0530,24635.1,24640.0,24607.7,24612.9
2026-03-05 11:30:00+0530,24613.7,24638.3,24611.8,24625.0
2026-03-05 11:35:00+0530,24624.8,24625.6,24593.7,24603.4
2026-03-05 11:40:00+0530,24604.0,24605.8,24588.5,24590.3
2026-03-05 11:45:00+0530,24590.8,24593.2,24567.8,24569.7
2026-03-05 11:50:00+0530,24569.2,24594.6,24556.9,24594.6
2026-03-05 11:55:00+0530,24594.8,24597.5,24560.3,24579.1
2026-03-05 12:00:00+0530,24580.2,24596.0,24578.0,24590.2
2026-03-05 12:05:00+0530,24590.8,24595.8,24574.5,24588.2
2026-03-05 12:10:00+0530,24587.2,24616.3,24584.8,24615.5
2026-03-05 12:15:00+0530,24615.7,24616.2,24592.9,24602.3
2026-03-05 12:20:00+0530,24603.2,24635.7,24602.4,24619.2
2026-03-05 12:25:00+0530,24619.2,24651.8,24611.6,24648.8
2026-03-05 12:30:00+0530,24649.2,24666.0,24647.0,24650.3
2026-03-05 12:35:00+0530,24650.7,24654.2,24632.7,24652.7
2026-03-05 12:40:00+0530,24653.2,24657.6,24641.2,24645.8
2026-03-05 12:45:00+0530,24645.8,24646.5,24619.4,24631.5
2026-03-05 12:50:00+0530,24632.1,24654.3,24626.8,24652.7
2026-03-05 12:55:00+0530,24653.2,24657.6,24643.7,24653.5
2026-03-05 13:00:00+0530,24654.0,24660.8,24633.2,24633.3
2026-03-05 13:05:00+0530,24633.2,24647.2,24632.5,24644.1
2026-03-05 13:10:00+0530,24644.7,24656.6,24632.9,24639.7
2026-03-05 13:15:00+0530,24640.7,24646.2,24627.0,24631.0
2026-03-05 13:20:00+0530,24631.2,24645.5,24621.8,24638.2
2026-03-05 13:25:00+0530,24638.7,24651.3,24629.0,24651.0
2026-03-05 13:30:00+0530,24651.5,24671.3,24628.2,24639.2
2026-03-05 13:35:00+0530,24639.6,24642.5,24605.8,24614.0
2026-03-05 13:40:00+0530,24614.7,24630.0,24606.2,24619.8
2026-03-05 13:45:00+0530,24619.8,24635.1,24615.3,24615.4
2026-03-05 13:50:00+0530,24616.1,24618.5,24588.0,24592.6
2026-03-05 13:55:00+0530,24594.0,24594.8,24569.8,24573.7
2026-03-05 14:00:00+0530,24572.5,24586.1,24564.8,24578.2
2026-03-05 14:05:00+0530,24578.7,24581.1,24552.9,24552.9
2026-03-05 14:10:00+0530,24553.3,24563.2,24547.3,24553.8
2026-03-05 14:15:00+0530,24554.2,24567.7,24529.4,24532.0
2026-03-05 14:20:00+0530,24531.2,24600.0,24529.7,24591.0
2026-03-05 14:25:00+0530,24591.1,24617.4,24576.9,24611.2
2026-03-05 14:30:00+0530,24611.5,24612.8,24576.5,24582.5
2026-03-05 14:35:00+0530,24583.6,24675.0,24580.2,24672.5
2026-03-05 14:40:00+0530,24672.5,24761.2,24669.8,24726.8
2026-03-05 14:45:00+0530,24727.0,24762.8,24712.8,24758.4
2026-03-05 14:50:00+0530,24757.0,24853.8,24753.7,24846.5
2026-03-05 14:55:00+0530,24846.2,24854.2,24799.8,24849.0
2026-03-05 15:00:00+0530,24849.2,24853.2,24768.0,24790.7
2026-03-05 15:05:00+0530,24789.4,24796.5,24765.6,24774.3
2026-03-05 15:10:00+0530,24772.7,24784.7,24714.1,24714.8
2026-03-05 15:15:00+0530,24716.0,24759.4,24713.8,24716.8
2026-03-05 15:20:00+0530,24717.2,24730.7,24706.0,24719.0
2026-03-05 15:25:00+0530,24719.8,24748.5,24715.9,24737.5
