time,open,high,low,close
09:15,24231.8,24294.1,24218.5,24285.9
09:20,24288.8,24299.0,24239.3,24242.5
09:25,24243.6,24250.3,24213.8,24237.3
09:30,24237.9,24238.2,24203.1,24228.6
09:35,24228.8,24230.7,24181.8,24192.5
09:40,24194.7,24197.6,24172.8,24187.7
09:45,24189.0,24207.5,24180.0,24198.8
09:50,24199.3,24205.3,24146.5,24148.5
09:55,24148.3,24170.5,24144.7,24153.7
10:00,24154.6,24161.7,24134.2,24160.6
10:05,24161.0,24161.0,24117.0,24118.2
10:10,24118.8,24125.9,24109.6,24116.5
10:15,24117.1,24132.2,24112.0,24124.0
10:20,24124.6,24130.3,24103.5,24125.0
10:25,24126.3,24132.0,24111.0,24121.7
10:30,24122.3,24142.0,24119.4,24125.4
10:35,24125.3,24125.6,24084.8,24085.5
10:40,24087.0,24101.4,24069.8,24074.1
10:45,24074.0,24088.3,24049.0,24087.6
10:50,24087.4,24097.7,24072.3,24083.5
10:55,24083.5,24104.1,24080.3,24103.0
11:00,24103.0,24114.1,24089.9,24110.8
11:05,24111.5,24112.0,24083.7,24085.7
11:10,24085.8,24087.4,24063.3,24071.4
11:15,24073.8,24073.8,24037.7,24042.1
11:20,24042.1,24042.1,24009.2,24010.6
11:25,24013.5,24033.7,24012.0,24033.5
11:30,24033.9,24034.3,23996.4,24001.2
11:35,24001.5,24023.6,23986.0,24009.6
11:40,24010.5,24014.5,24000.1,24013.5
11:45,24014.5,24016.0,23995.9,23996.8
11:50,23998.0,23998.2,23974.5,23995.2
11:55,23995.5,23995.5,23971.6,23982.3
12:00,23982.6,24022.8,23978.8,24022.0
12:05,24022.1,24023.8,23997.6,24002.5
12:10,24003.2,24020.8,23999.7,24011.6
12:15,24012.5,24019.8,24006.2,24015.3
12:20,24016.0,24024.2,24009.0,24015.6
12:25,24016.2,24017.0,24002.5,24011.9
12:30,24012.3,24023.7,23984.0,23990.9
12:35,23993.2,24001.8,23969.7,23972.2
12:40,23973.6,24011.0,23971.0,24011.0
12:45,24011.8,24011.8,23983.1,23992.5
12:50,23993.4,23999.2,23983.2,23986.0
12:55,23986.3,23990.8,23971.2,23973.3
13:00,23973.8,23993.8,23954.0,23961.5
13:05,23962.2,23974.3,23958.7,23971.5
13:10,23971.5,23971.5,23919.8,23929.7
13:15,23930.7,23939.7,23913.5,23938.8
13:20,23939.7,23963.2,23934.8,23961.5
13:25,23962.0,23980.7,23952.4,23980.0
13:30,23980.5,24005.3,23973.9,23977.1
13:35,23977.5,23985.6,23958.3,23961.3
13:40,23962.1,23974.2,23955.8,23958.0
13:45,23958.5,23964.4,23941.8,23951.8
13:50,23951.8,23965.7,23938.7,23961.5
13:55,23961.8,23966.2,23942.5,23959.2
14:00,23959.0,23960.9,23940.6,23955.0
14:05,23955.1,23959.4,23934.3,23934.3
14:10,23936.2,23944.2,23929.2,23940.0
14:15,23941.0,23948.4,23903.6,23915.3
14:20,23916.9,23927.3,23900.1,23900.1
14:25,23899.5,23974.6,23892.0,23974.5
14:30,23975.8,23977.0,23924.3,23924.3
14:35,23923.2,23939.5,23918.7,23936.8
14:40,23938.6,23938.6,23913.7,23921.3
14:45,23921.5,23930.4,23912.3,23916.5
14:50,23917.4,23923.8,23894.5,23916.2
14:55,23916.8,23916.8,23871.8,23872.4
15:00,23874.8,23913.1,23871.7,23884.0
15:05,23887.2,23896.4,23854.3,23878.9
15:10,23880.5,23885.8,23857.5,23861.9
15:15,23864.2,23879.6,23856.5,23874.5
15:20,23876.5,23878.5,23846.2,23860.2
15:25,23860.5,23860.5,23834.3,23848.2
