time,open,high,low,close
09:15,23868.0,23959.7,23743.5,23774.3
09:20,23779.0,23786.8,23713.3,23721.0
09:25,23720.6,23748.7,23697.8,23736.8
09:30,23736.2,23799.3,23734.8,23764.8
09:35,23765.8,23782.4,23751.5,23765.5
09:40,23764.1,23776.7,23735.7,23735.7
09:45,23737.4,23773.3,23711.8,23761.8
09:50,23761.0,23784.3,23751.2,23776.5
09:55,23775.8,23786.4,23763.3,23773.9
10:00,23774.0,23789.2,23750.7,23758.6
10:05,23758.2,23813.1,23756.5,23808.7
10:10,23808.0,23834.2,23805.2,23806.2
10:15,23805.0,23805.0,23755.8,23764.5
10:20,23766.7,23797.2,23761.8,23776.3
10:25,23775.0,23787.7,23758.1,23781.8
10:30,23781.2,23785.2,23749.9,23752.3
10:35,23752.1,23791.8,23744.8,23774.3
10:40,23774.3,23787.3,23764.0,23783.4
10:45,23784.5,23784.9,23754.0,23755.0
10:50,23754.1,23862.3,23750.2,23852.7
10:55,23851.2,23896.0,23847.3,23862.3
11:00,23866.2,23871.7,23836.5,23848.7
11:05,23848.5,23854.2,23824.7,23830.7
11:10,23830.2,23837.3,23784.5,23819.5
11:15,23818.5,23837.1,23787.3,23834.0
11:20,23833.8,23864.8,23831.8,23846.8
11:25,23846.7,23888.7,23840.0,23877.2
11:30,23877.8,23890.0,23863.9,23881.5
11:35,23881.8,23904.8,23881.8,23901.0
11:40,23900.8,23932.0,23891.5,23897.7
11:45,23897.8,23910.5,23878.8,23892.5
11:50,23892.5,23899.3,23884.0,23892.4
11:55,23891.9,23898.2,23882.1,23887.2
12:00,23887.5,23888.6,23867.2,23882.6
12:05,23882.0,23882.4,23841.8,23841.8
12:10,23841.2,23869.2,23828.3,23855.3
12:15,23855.6,23866.8,23849.0,23852.6
12:20,23851.9,23865.0,23839.2,23865.0
12:25,23864.8,23870.8,23854.1,23862.2
12:30,23862.8,23870.7,23844.5,23844.5
12:35,23844.2,23871.2,23834.1,23867.5
12:40,23867.0,23883.2,23859.0,23873.5
12:45,23874.7,23884.0,23854.3,23856.1
12:50,23855.3,23891.4,23854.4,23889.5
12:55,23889.9,23915.0,23881.0,23911.0
13:00,23909.3,23917.8,23890.2,23914.5
13:05,23913.3,23918.2,23893.4,23897.5
13:10,23897.2,23900.2,23863.3,23869.7
13:15,23870.0,23883.8,23853.8,23863.3
13:20,23864.8,23902.8,23861.2,23866.8
13:25,23866.2,23906.8,23858.8,23882.2
13:30,23883.6,23937.5,23882.5,23912.3
13:35,23911.3,23914.4,23891.3,23909.0
13:40,23909.3,23919.3,23899.3,23902.8
13:45,23903.1,23907.0,23876.9,23886.8
13:50,23885.9,23910.3,23882.7,23901.2
13:55,23900.9,23911.5,23876.0,23878.5
14:00,23878.7,23885.7,23859.6,23883.7
14:05,23883.9,23900.2,23876.7,23895.1
14:10,23894.0,23904.8,23878.8,23883.6
14:15,23884.5,23886.8,23865.9,23875.5
14:20,23875.2,23901.2,23864.0,23899.2
14:25,23898.3,23917.3,23891.8,23902.5
14:30,23903.0,23925.0,23895.6,23907.8
14:35,23907.8,23931.5,23901.2,23929.8
14:40,23929.8,23956.3,23914.0,23947.0
14:45,23947.2,24017.1,23939.3,23981.0
14:50,23983.7,24012.5,23968.1,24011.7
14:55,24012.8,24019.3,23991.3,24011.0
15:00,24012.3,24056.5,23974.0,24049.4
15:05,24050.2,24078.2,24021.6,24033.3
15:10,24031.7,24061.0,24024.7,24047.7
15:15,24047.2,24056.2,24037.8,24040.6
15:20,24040.8,24040.8,24006.2,24014.7
15:25,24015.0,24016.8,23994.7,24005.8
