time,open,high,low,close
09:00,24508.6,24607.9,24222.7,24250.25
09:00,24508.6,24607.9,24222.7,24250.25
09:10,24280.8,24290.45,24280.8,24290.45
09:20,24144.55,24174.65,24141.1,24151.15
09:25,24152.65,24171.2,24126.6,24161.0
09:30,24162.0,24164.6,24121.3,24123.75
09:35,24123.3,24123.9,24086.4,24093.6
09:40,24094.0,24155.25,24089.35,24151.4
09:45,24152.6,24158.3,24115.05,24136.25
09:50,24135.45,24140.25,24121.8,24131.95
09:55,24131.95,24131.95,24079.95,24092.3
10:00,24091.45,24138.65,24091.3,24131.5
10:05,24133.25,24147.5,24121.4,24139.5
10:10,24139.05,24160.95,24131.1,24151.5
10:15,24151.55,24213.7,24149.3,24205.8
10:20,24206.95,24208.2,24151.9,24169.75
10:25,24168.7,24175.95,24153.2,24159.1
10:30,24159.45,24207.3,24159.45,24199.9
10:35,24199.3,24209.15,24185.45,24193.4
10:40,24193.0,24224.8,24191.5,24217.7
10:45,24218.15,24233.2,24213.25,24222.3
10:50,24222.65,24225.8,24184.95,24192.95
10:55,24193.45,24198.8,24173.95,24197.0
11:00,24198.4,24207.3,24186.6,24203.2
11:05,24202.95,24219.75,24196.75,24219.75
11:10,24220.15,24224.95,24216.2,24222.5
11:15,24222.05,24243.5,24208.3,24211.4
11:20,24211.35,24234.45,24206.1,24233.25
11:25,24232.85,24237.7,24216.95,24231.9
11:30,24233.15,24246.85,24226.95,24246.3
11:35,24246.8,24255.05,24242.35,24251.75
11:40,24252.55,24255.3,24247.85,24250.5
11:45,24249.8,24250.05,24206.6,24206.6
11:50,24207.85,24214.6,24195.7,24214.25
11:55,24214.2,24225.25,24193.9,24210.65
12:00,24210.6,24222.75,24207.95,24213.9
12:05,24212.95,24229.45,24205.3,24205.35
12:10,24205.2,24215.9,24172.5,24172.95
12:15,24173.85,24189.45,24149.95,24184.6
12:20,24183.75,24186.65,24143.05,24152.6
12:25,24153.25,24166.05,24147.6,24163.55
12:30,24162.8,24165.9,24153.15,24160.1
12:35,24160.45,24191.5,24156.5,24157.3
12:40,24157.1,24163.35,24142.45,24146.75
12:45,24146.75,24184.75,24142.75,24184.75
12:50,24185.05,24220.05,24181.9,24218.75
12:55,24218.4,24231.35,24209.4,24220.65
13:00,24221.35,24236.5,24213.6,24224.65
13:05,24226.7,24226.7,24201.55,24206.3
13:10,24206.4,24217.85,24194.9,24212.05
13:15,24211.3,24219.05,24203.6,24214.5
13:20,24215.5,24225.3,24190.4,24201.1
13:25,24202.6,24213.35,24191.85,24212.5
13:30,24214.05,24236.05,24212.4,24230.4
13:35,24230.25,24262.85,24215.75,24251.6
13:40,24251.1,24258.1,24230.35,24237.85
13:45,24237.25,24238.7,24223.5,24232.75
13:50,24233.5,24253.5,24233.1,24239.9
13:55,24240.15,24244.35,24232.8,24233.0
14:00,24232.6,24236.65,24215.6,24235.85
14:05,24236.7,24289.95,24227.65,24275.3
14:10,24275.45,24294.0,24269.6,24286.8
14:15,24287.4,24296.65,24248.45,24252.9
14:20,24252.6,24253.8,24222.45,24236.85
14:25,24237.35,24244.45,24221.25,24234.8
14:30,24235.7,24245.95,24201.95,24215.1
14:35,24214.6,24245.15,24214.05,24229.2
14:40,24226.3,24236.4,24203.05,24225.85
14:45,24225.75,24267.65,24208.5,24267.1
14:50,24266.45,24278.15,24240.35,24262.75
14:55,24262.1,24273.9,24250.15,24264.05
15:00,24263.5,24263.5,24217.5,24254.9
15:05,24254.6,24269.2,24246.55,24259.1
15:10,24258.5,24276.25,24250.6,24257.65
15:15,24257.7,24280.4,24256.95,24273.75
15:20,24274.15,24292.0,24254.0,24290.7
15:25,24289.7,24302.5,24281.25,24288.15
