time,open,high,low,close
09:05,23868.05,23868.05,23868.05,23868.05
09:10,23868.05,23868.05,23868.05,23868.05
09:10,23868.05,23868.05,23868.05,23868.05
09:20,23770.35,23771.6,23715.1,23719.2
09:20,23770.75,23772.1,23715.1,23719.2
09:25,23720.95,23748.7,23697.85,23736.8
09:25,23720.95,23748.7,23697.85,23736.8
09:30,23736.75,23799.3,23734.8,23765.1
09:30,23736.75,23799.3,23734.8,23765.1
09:35,23764.4,23782.4,23751.45,23766.2
09:50,23767.95,23777.05,23760.8,23777.05
09:50,23767.95,23777.1,23760.8,23777.1
10:10,23815.25,23816.4,23805.2,23807.25
10:10,23815.25,23816.4,23805.2,23807.25
10:15,23806.2,23806.2,23755.85,23764.45
10:15,23806.2,23806.2,23755.85,23764.45
10:20,23764.5,23797.2,23761.75,23776.75
10:20,23764.5,23797.2,23761.75,23776.75
10:25,23776.3,23787.7,23758.1,23782.6
10:25,23776.3,23787.7,23758.1,23782.6
10:30,23781.85,23785.2,23749.9,23753.1
10:35,23752.3,23791.75,23744.85,23774.0
10:35,23752.3,23791.75,23744.85,23774.0
10:40,23774.35,23787.3,23763.95,23782.1
10:45,23783.4,23784.9,23754.0,23754.6
10:45,23783.4,23784.9,23754.0,23754.6
10:50,23754.65,23862.35,23750.15,23851.45
10:50,23754.65,23862.35,23750.15,23851.45
10:55,23852.65,23896.0,23847.3,23861.7
10:55,23852.65,23896.0,23847.3,23861.7
11:00,23862.35,23871.65,23836.55,23849.0
11:00,23862.35,23871.65,23836.55,23849.0
11:00,23848.35,23857.35,23842.75,23849.0
11:05,23848.65,23854.15,23824.7,23830.3
11:05,23848.65,23854.15,23824.7,23830.3
11:05,23848.65,23854.15,23824.7,23830.3
11:10,23830.65,23837.3,23784.45,23818.6
11:10,23830.65,23837.3,23784.45,23818.6
11:10,23830.65,23837.3,23784.45,23818.6
11:15,23819.5,23837.1,23787.35,23834.1
11:15,23819.5,23837.1,23787.35,23834.1
11:20,23834.05,23864.75,23831.85,23847.0
11:20,23834.05,23864.75,23831.85,23847.0
11:20,23834.05,23864.75,23831.85,23847.0
11:50,23895.5,23899.3,23884.15,23891.75
11:55,23892.4,23898.2,23882.1,23886.55
12:00,23887.2,23888.6,23867.15,23881.4
12:05,23882.6,23882.6,23841.95,23841.95
12:10,23841.8,23869.2,23828.35,23855.8
12:15,23855.35,23866.8,23848.95,23852.4
12:20,23852.6,23864.8,23839.2,23863.85
12:25,23865.0,23870.85,23854.1,23863.25
12:30,23862.2,23870.7,23844.85,23844.85
12:35,23844.5,23871.15,23834.1,23866.95
12:40,23867.5,23883.15,23859.0,23873.25
12:45,23873.45,23884.0,23854.3,23855.7
12:50,23856.1,23891.4,23854.4,23889.15
12:55,23889.5,23914.95,23881.0,23909.65
13:00,23910.95,23917.75,23890.2,23915.05
13:05,23914.45,23918.2,23893.4,23896.5
13:10,23897.55,23900.25,23863.35,23870.7
13:15,23869.7,23883.75,23854.15,23863.4
13:20,23863.35,23902.8,23861.15,23868.1
13:25,23866.75,23906.85,23858.75,23881.05
13:30,23882.15,23937.55,23882.15,23912.45
13:35,23912.3,23914.4,23891.3,23908.3
13:40,23909.05,23919.35,23899.3,23903.4
13:45,23902.85,23907.05,23876.9,23886.2
13:50,23886.75,23910.35,23882.7,23900.9
13:55,23901.15,23911.55,23876.05,23878.0
14:00,23878.5,23885.7,23859.6,23883.6
14:05,23883.65,23900.2,23876.65,23894.9
14:10,23895.1,23904.8,23878.75,23881.35
14:15,23883.6,23886.85,23865.9,23875.7
14:20,23875.45,23901.15,23863.95,23897.65
14:25,23899.15,23917.3,23891.8,23903.55
14:30,23902.5,23925.0,23895.6,23907.55
14:35,23907.75,23931.55,23901.15,23929.75
14:40,23929.8,23956.3,23914.0,23946.55
14:45,23946.95,24016.85,23939.3,23981.05
14:50,23983.65,24012.45,23968.1,24012.15
14:55,24011.65,24018.55,23991.35,24008.8
15:00,24011.0,24056.3,23973.95,24048.3
15:05,24049.4,24075.85,24021.6,24033.3
15:10,24031.7,24061.0,24024.7,24047.7
15:15,24047.15,24056.15,24037.8,24039.65
15:20,24040.6,24040.75,24006.15,24015.7
15:25,24014.65,24016.85,23994.7,24007.6
