time,open,high,low,close
09:20,23771.3,23772.95,23727.1,23742.75
09:25,23720.6,23748.7,23697.8,23746.95
09:25,23720.6,23748.7,23697.8,23746.95
09:30,23736.25,23799.3,23734.8,23762.95
09:30,23736.25,23799.3,23734.8,23762.95
09:35,23765.75,23781.9,23751.45,23767.45
09:35,23765.75,23781.9,23751.45,23767.45
09:50,23768.1,23776.1,23767.6,23769.75
09:50,23768.1,23776.1,23767.6,23769.75
10:10,23824.95,23828.0,23813.15,23813.15
10:10,23824.95,23828.0,23813.15,23813.15
10:15,23805.0,23805.0,23755.85,23766.4
10:15,23805.0,23805.0,23755.85,23766.4
10:20,23766.7,23797.2,23761.75,23773.75
10:20,23766.7,23797.2,23761.75,23773.75
10:25,23775.0,23787.7,23758.1,23783.85
10:25,23775.0,23787.7,23758.1,23783.85
10:30,23781.15,23785.2,23749.9,23768.05
10:30,23781.15,23785.2,23749.9,23768.05
10:35,23752.1,23791.75,23744.85,23774.2
10:35,23752.1,23791.75,23744.85,23774.2
10:40,23774.35,23787.3,23763.95,23783.65
10:40,23774.35,23787.3,23763.95,23783.65
10:45,23784.45,23784.9,23757.45,23759.55
10:45,23784.45,23784.9,23757.45,23759.55
10:50,23754.1,23858.05,23750.15,23853.25
10:50,23754.1,23858.05,23750.15,23853.25
10:55,23851.2,23896.0,23847.3,23861.5
10:55,23851.2,23896.0,23847.3,23861.5
11:00,23866.2,23871.65,23836.55,23853.05
11:00,23866.2,23871.65,23836.55,23853.05
11:00,23845.35,23856.7,23842.75,23853.05
11:05,23848.55,23854.15,23837.6,23841.9
11:05,23848.55,23854.15,23837.6,23841.9
11:05,23848.55,23854.15,23837.6,23841.9
11:10,23830.15,23837.3,23784.45,23817.85
11:10,23830.15,23837.3,23784.45,23817.85
11:10,23830.15,23837.3,23784.45,23817.85
11:15,23818.45,23834.6,23787.35,23833.2
11:15,23818.45,23834.6,23787.35,23833.2
11:15,23818.45,23834.6,23787.35,23833.2
11:20,23833.75,23864.75,23831.85,23858.35
11:20,23833.75,23864.75,23831.85,23858.35
11:20,23833.75,23864.75,23831.85,23858.35
11:50,23895.85,23899.3,23884.15,23888.9
11:55,23891.9,23898.2,23882.25,23884.3
